System,SMILES,RT
dataset_83,O[C@@H](c1ccccc1)[C@@H](N)C,388.2
dataset_83,C1CN2C(=N[C@H](C2)c2ccccc2)S1,388.2
dataset_83,O=C(O)C[C@H](CC(C)C)CN,388.2
dataset_83,N#C[C@H]1N(C(=O)CNC23CC4CC(C2)(O)CC(C4)C3)CCC1,388.8
dataset_83,N(C(CC1CCCCC1)C)C,390
dataset_83,c1(oc(cc1)CSCCN/C(=C\N(O)O)/NC)CN(C)C,390
dataset_83,S1C(=NCCC1)Nc1c(cccc1C)C,390
dataset_83,O([C@H]1[C@](O)(C[C@H](C(=O)[C@@H]([C@@H](O)[C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]2O[C@H]([C@H](O)[C@](OC)(C2)C)C)[C@@H]1C)C)CC)C)C)C)C)[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C,390.6
dataset_83,O=C(O)CC1(CCCCC1)CN,390.6
dataset_83,c12c(C[C@H]([C@H](C2)O)O)cccc1OCC(CNC(C)(C)C)O,390.6
dataset_83,O(c1c(OCC=C)cccc1)CC(O)CNC(C)C,391.2
dataset_83,O=C(Nc1c(cccc1)C)C(NCCC)C,391.2
dataset_83,O(c1c(C(=O)CCc2ccccc2)cccc1)CC(O)CNCCC,391.2
dataset_83,c1(cc(c(cc1)O)CO)C(CNC(C)(C)C)O,392.4
dataset_83,c1(ccc(cc1)C)C(=O)C(NC)C,393
dataset_83,C1OC(C(N(C1)Cc1c(n(n(c1=O)c1ccccc1)C)C)C)c1ccccc1,393
dataset_83,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1,393
dataset_83,O([C@H]1[C@H](N(C)C)[C@@H](O)[C@@H](O[C@@H]1C)O[C@@H]1[C@H]([C@H](O)CC(=O)O[C@@H]([C@@H](CO[C@@H]2O[C@@H]([C@@H](O)[C@@H](OC)[C@H]2OC)C)/C=C(/C=C/C(=O)[C@@H](C[C@@H]1CC=O)C)\C)CC)C)[C@@H]1O[C@H]([C@H](O)[C@](O)(C1)C)C,393
dataset_83,c12c(ccc(c1)CC(NC)C)OCO2,393.6
dataset_83,CN1CCOC(c2c(C1)cccc2)c1ccccc1,393.6
dataset_83,OC(COc1ccc(cc1)CC(=O)N)CNC(C)C,394.2
dataset_83,CN1CCCCC1C(=O)Nc1c(C)cccc1C,394.2
dataset_83,O=c1nc([nH]c2n(cnc12)CCC(CO)CO)N,394.2
dataset_83,C1(c2c(CCc3c1cccc3)cccc2)NCCCCCCC(=O)O,395.4
dataset_83,S1C(C(NC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)C)C1(C)C)(C)C,396
dataset_83,C1(c2ccccc2)(C(=O)OCC)CCN(CCC1)C,396
dataset_83,N(C1C(C2CC1CC2)c1ccccc1)CC,396
dataset_83,N12C(c3c(Cc4c1nccc4)cccc3)CN(CC2)C,396
dataset_83,N(C(=O)OCCC)CCCN(C)C,396
dataset_83,O=C(c1c(c2ccc(O)cc2)sc2cc(O)ccc12)c1ccc(OCCN2CCCCC2)cc1,396
dataset_83,OC(c1ccc(O)c(CO)c1)CNCCCCCCOCCCCc1ccccc1,396
dataset_83,C1(CSSSC1)N(C)C,396
dataset_83,C12(CC(=O)N(C(=O)C1)CCCCN1CCN(CC1)c1ncccn1)CCCC2,396.6
dataset_83,[C@@]123[C@H]([C@H](N(CC2)CC=C)Cc2c1cc(cc2)O)CCCC3,396.6
dataset_83,[C@]123c4c5O[C@H]1[C@H](C=C[C@H]2[C@@H](Cc4ccc5O)N(CC3)C)OC(=O)C,397.2
dataset_83,O=C(N=C(N)N)N,397.8
dataset_83,C1CNC(C1)c1cccnc1,398.4
dataset_83,OC(C1NCCCC1)(c1ccccc1)c1ccccc1,398.4
dataset_83,S1c2c(N(c3c1cccc3)CC(CN(C)C)C)cccc2,398.4
dataset_83,O(C(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccccc1)C,399
dataset_83,O=c1n([C@H]2[C@H]([C@@H]([C@@H](CO)O2)O)O)ccc(N)n1,399
dataset_83,c12c(c(ccc1c(=O)c(c(o2)c1ccccc1)C)OC)CN(C)C,399
dataset_83,N1(c2c(CCc3c1cccc3)cccc2)CCCNC,399.6
dataset_83,NC(Cc1ccccc1)C,400.2
dataset_83,c12c([nH]cc2)cccc1OCC(CNC(C)C)O,400.2
dataset_83,c1(cnc2c(c1)Cc1c(C3N2CCN(C3)C)cccc1)O,400.8
dataset_83,OC(c1cc(c(N)cc1)C#N)CNC(C)C,400.8
dataset_83,OC(c1ccc(O)cc1)C(NC(COc1ccccc1)C)C,400.8
dataset_83,COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC,400.8
dataset_83,O1[C@@H]2[C@@]34[C@](O)([C@H](N(CC4)C)Cc4c3c1c(OC)cc4)CCC2=O,401.4
dataset_83,CN(C)C,401.4
dataset_83,c1([C@H]([C@@H](NC)C)O)ccccc1,402
dataset_83,c1(nc(nc(n1)N)N)N,402
dataset_83,N[C@H](C)[C@@H](O)c1ccccc1,402
dataset_83,N(c1ccccc1)(C1CCNCC1)C(=O)CC,402
dataset_83,c1(C(C(NC(CCc2ccccc2)C)C)O)ccc(cc1)O,402
dataset_83,c1(ccc(cc1)O)CCN,402
dataset_83,c1(ccc(cc1)CC(=O)O)OCC(CNC(C)C)O,402.6
dataset_83,OC(CNC(C)(C)C)c1cc(c(O)cc1)CO,402.6
dataset_83,NCCc1c[nH]c2c1cc(O)cc2,402.6
dataset_83,OC(CNC(C)(C)C)c1cc(O)cc(O)c1,402.6
dataset_83,O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(OC)cc4)C=C[C@@H]2O,403.8
dataset_83,C(=O)([C@H]1NCCC1)N,403.8
dataset_83,N1(CCNCC1)Cc1ccccc1,404.4
dataset_83,[C@@H]12[C@H]([C@H](C[C@@H](N1C)CC2)O)C(=O)OC,404.4
dataset_83,[C@@]123c4c5O[C@H]2[C@H](C=C[C@H]1[C@@H](Cc4ccc5O)N(CC3)C)O,404.4
dataset_83,O(C(=O)c1ccc(N)cc1)CCN(CC)CC,405
dataset_83,S(=O)(Cc1oc(CN(C)C)cc1)CCN/C(=C/N(O)O)/NC,405
dataset_83,CN1CCN(CC1)C1=Nc2ccccc2Nc2c1cc(s2)C,405.6
dataset_83,O(Cn1c2[nH]c(nc(=O)c2nc1)N)C(COC(=O)[C@@H](N)C(C)C)CO,405.6
dataset_83,Ic1c(N(C(=O)C)CC(O)CO)c(I)c(c(I)c1C(=O)NCC(O)CO)C(=O)NCC(O)CO,407.4
dataset_83,S1[C@H]2N(C(=O)[C@H]2NC(=O)[C@H](N)c2ccccc2)C(=C(C1)C)C(=O)O,408
dataset_83,OC(CNC(CCc1ccccc1)C)c1cc(c(O)cc1)C(=O)N,408.6
dataset_83,c1c(ccc(c1)CC(=O)N)OCC(CN)O,409.2
dataset_83,C1[C@@H](S(=O)(=O)c2c([C@H]1NCC)cc(s2)S(=O)(=O)N)C,409.8
dataset_83,Ic1c(c(I)c(NC(=O)C(CO)CO)c(I)c1C(=O)N(CC(O)CO)C)C(=O)N(CC(O)CO)C,409.8
dataset_83,[C@@H]1([C@@H]([C@H](CC(=C1)C(=O)O)N)NC(=O)C)OC(CC)CC,410.4
dataset_83,C(=O)(CCC)Nc1cc(c(cc1)OCC(CNC(C)C)O)C(=O)C,411
dataset_83,OC(c1cc(O)cc(O)c1)CNC(Cc1ccc(O)cc1)C,411
dataset_83,O=c1n(c(=O)n(c2nc(n(c12)C)NCCN(C(Cc1ccccc1)C)C)C)C,411.6
dataset_83,Oc1ccc(cc1)CC(NC)C,412.2
dataset_83,O[C@@H]1[C@@H]([C@@H]2[C@H](CN3[C@H](c4[nH]c5c(c4CC3)cccc5)C2)CC1)C(=O)OC,412.2
dataset_83,O1[C@@H]2[C@]34[C@]5(C[C@@H]([C@]2(OC)CC5)[C@](O)(C(C)(C)C)C)[C@H](NCC3)Cc2c4c1c(O)cc2,412.2
dataset_83,Nc1nc(N)nc(NC2CC2)n1,412.8
dataset_83,c1(CC(NCC)C)ccccc1,412.8
dataset_83,OC(c1cc(O)ccc1)CNCC,412.8
dataset_83,O(c1c(C(O)C(N)C)cc(OC)cc1)C,412.8
dataset_83,NC(Cc1c(cccc1)C)C,412.8
dataset_83,CNC(C)C(O)c1ccc(O)cc1,412.8
dataset_83,NC(Cc1ccccc1)(C)C,412.8
dataset_83,OC(c1ccc(O)cc1)CNC,412.8
dataset_83,OC(CCCC(N)C)(C)C,413.4
dataset_83,O=C(O)C(N)CC(C)C,414
dataset_83,OC(c1cc(OC)c(O)cc1)CNC,414
dataset_83,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,414
dataset_83,O1[C@@H]2[C@@]34[C@](O)([C@H](N(CC4)CC4CCC4)Cc4c3c1c(O)cc4)CC[C@@H]2O,414
dataset_83,NC(Cc1ccccc1)C(=O)O,414
dataset_83,O=C(NCCN(CC)CC)c1ccc(N)cc1,414
dataset_83,O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(O)cc4)CCC2=O,414.6
dataset_83,O1[C@@H]2[C@@]34[C@H]([C@H](NCC4)Cc4c3c1c(OC)cc4)C=C[C@@H]2O,414.6
dataset_83,NCC(O)c1cc(O)ccc1,414.6
dataset_83,c1(ccc(cc1)O)C(CN)O,414.6
dataset_83,O1[C@@H]2[C@H]3[C@@H]4N(c5c([C@@]64[C@H]4N(CC(=CC1)[C@@H]3C4)CC6)cccc5)C(=O)C2,414.6
dataset_83,OC(COc1cccc2c1CCC(=O)N2)CNC(C)(C)C,415.2
dataset_83,O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(OC)cc4)CCC2=O,415.2
dataset_83,O1C2C1C1N(C2CC(OC(=O)C(CO)c2ccccc2)C1)C,415.2
dataset_83,Ic1c(N(C(=O)CO)CCO)c(I)c(c(I)c1C(=O)NCC(O)CO)C(=O)NCC(O)CO,415.2
dataset_83,O1C2(CNC1=O)CCN(CC2)CCc1ccccc1,416.4
dataset_83,C(c1ccccc1)(c1ccccn1)(OCCN(C)C)C,417
dataset_83,[C@@H]1(C(C1)(C)C)C(=O)N/C(=C\CCCCSC[C@H](C(=O)O)N)/C(=O)O,424.8
dataset_83,N[C@@H](Cc1ccc(O)cc1)C(=O)O,434.4
dataset_83,NC(=O)C1CCNCC1,436.2
dataset_83,C(P(=O)(O)O)OC(Cn1cnc2c1ncnc2N)C,441.6
dataset_83,NC(CCC(=O)O)C(=O)O,450
dataset_83,OCC(C(=O)NNCc1ccc(c(c1O)O)O)N,451.2
dataset_83,O=C(O)C(N)C,456
dataset_83,OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O,465
dataset_83,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,465
dataset_83,[C@H]1([C@H]([C@@H]([C@@H](C(O1)O)O)O)O)CO,465
dataset_83,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,465.6
dataset_83,[C@H]1([C@H](OC([C@H]1O)(CO)O)CO)O[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO,465.6
dataset_83,NCC(=O)O,468
dataset_83,NC(=O)CC[C@@H](C(=O)O)N,474
dataset_83,C[C@@H](O)[C@H](N)C(=O)O,480
dataset_83,NC(CC(=O)N)C(=O)O,486
dataset_83,OC(c1cc(O)c(O)cc1)C(NC(C)C)CC,496.8
dataset_83,NCCCCC(N)C(=O)O,540
dataset_83,O=C(Nc1c(C2=NCCN2)cccc1)Nc1c(C2=NCCN2)cccc1,541.2
dataset_83,c1(cc(c(cc1)O)O)[C@H](CNC)O,554.4
dataset_83,NCCc1c[nH]cn1,561.6
dataset_83,N[C@@H](Cc1c[nH]cn1)C(=O)O,564
dataset_83,C(CCN)CCN,653.4
dataset_83,NCCCCNC(=N)N,660
dataset_83,C(CCN)CN,667.8
dataset_83,N(CCCCN)CCCN,904.2
