peak,measure_RT,cand_structure,MS_score,retention_score
15,103.20 ,O=S(=O)(NCC1OC(CO)C(O)C1N2CCOCC2)C=3SC=CC3,6.348 ,-5.167318821
15,103.20 ,O=C1OCC2=CC=3C=CC=C(OC4OC(CO)C(O)C(O)C4O)C3C(O)=C12,6.202 ,-2.316421509
15,103.20 ,O=C(O)C(OC(=O)C(O)CC1=CC=C(O)C(O)=C1)CC2=CC=C(O)C(O)=C2,5.921 ,-3.609258652
15,103.20 ,O=P(O)(O)OCC(OC1OC(C)C(O)C(O)C1O)C(O)C(O)CO,5.704 ,-5.684866905
15,103.20 ,OC=1C(O)=C(C2=C(C1O)C(OC2)C3OC(O)C=4C(=C(O)C(O)=C(O)C43)C)C,5.468 ,-3.02458477
15,103.20 ,O=C(OC=1C=C(O)C=C(O)C1CC(=O)OC)C2=CC(OC)=C(O)C(OC)=C2,5.461 ,-1.351672888
15,103.20 ,O=C1C=2C(O)=CC=C(C2OC3=C(O)C(OC)=CC(O)=C13)C(CO)C(O)CO,5.435 ,-3.266485214
15,103.20 ,O=C1C=2C(O)=CC(O)=C(O)C2OC3=C1C(OC)=CC=C3C(CO)C(O)CO,5.435 ,-3.541088104
15,103.20 ,O=C1C2=C(O)C(OC)=C(OC)C=C2OC3=C(O)C(OC)=C(OC)C(OC)=C13,5.389 ,-1.427443981
15,103.20 ,O=C1C2=C(O)C(OC)=C(OC)C(OC)=C2OC=3C(OC)=C(O)C=C(OC)C13,5.389 ,-1.490063667
15,103.20 ,O=C1C2=C(O)C=C(OC)C(OC)=C2OC3=C(O)C(OC)=C(OC)C(OC)=C13,5.389 ,-1.510253906
15,103.20 ,O=C1C=2C(O)=C(O)C(O)=C(O)C2OC(C3=CC=C(OC)C(OC)=C3)C1OC,5.335 ,-2.125449181
15,103.20 ,O=C1C2=C(O)C(OC)=C(O)C=C2OC(C3=CC=C(OC)C(O)=C3O)C1OC,5.335 ,-1.778771281
15,103.20 ,O=C1C2=C(O)C(O)=C(OC)C=C2OC(C3=CC=C(OC)C(O)=C3O)C1OC,5.335 ,-1.819356441
15,103.20 ,O=C1C2=C(O)C(OC)=C(O)C=C2OC(C=3C=C(O)C(OC)=CC3O)C1OC,5.335 ,-1.60324645
15,103.20 ,O=C(OCC1OC1)C2=CC=C(C(=O)OCC3OC3)C(=C2)C(=O)OCC4OC4,5.320 ,-0.750909448
15,103.20 ,O=C(C(=O)CC1=CC(OC)=C(O)C(OC)=C1)C=2C(O)=CC(O)=C(OC)C2O,5.314 ,-1.732751608
15,103.20 ,O=S(=O)(NCC1OCC(NCC2=CC=C(C=C2)S(=O)(=O)C)C1O)C,4.876 ,-5.740161896
15,103.20 ,O=C(OC1=CC=C(C=C1C(=O)C=CC=2C=CC=CC2OC)C)C=3SC=CC3,4.790 ,4.931075096
15,103.20 ,O=C(OC1=CC(OC)=CC=C1C(=O)C=CC2=CC=C(C=C2)C)C=3SC=CC3,4.786 ,6.036128998
15,103.20 ,O=C(OC1=CC(OC)=CC=C1C(=O)C=CC=2SC=CC2)C=3C=CC=CC3C,4.784 ,5.01043129
15,103.20 ,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,5.789 ,-2.251085758
15,103.20 ,CC1=CC2=C(C=C1S(=O)(=O)NC3=CC(=CC(=C3)OC)OC)OCC(=O)N2,5.789 ,-2.787593365
16,105.30 ,NC(=O)N[C@@H]1NC(=O)NC1=O,1.000 ,-6.228464127
16,105.30 ,NC(=O)Nc1[nH]c(=O)[nH]c1O,1.000 ,-6.133743286
16,105.30 ,NC(=O)NC1NC(=O)NC1=O,1.000 ,-6.028876305
16,105.30 ,NC(=O)N[C@H]1NC(=O)NC1=O,1.000 ,-6.022712708
17,108.63 ,[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COP(O)(=O)O)O)O)O)O)O)O,1.000 ,-5.389081955
17,108.63 ,[C@H]1([C@](O[C@@H]([C@H]1O)CO)(CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O,1.000 ,-5.302016258
17,108.63 ,C1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COP(O)(=O)O)O)O)O)O)O)O,1.000 ,-5.474556923
17,108.63 ,O([C@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1O)COP(O)(=O)O)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO,1.000 ,-5.747264862
17,108.63 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@H]1O)CO)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)COP(=O)(O)O,1.000 ,-5.542023659
17,108.63 ,O(P(O)(=O)O)C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O[C@H](O)[C@H]2O)CO)[C@@H](O)[C@@H](O)[C@@H]1O,1.000 ,-5.408653259
17,108.63 ,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,1.000 ,-5.475939751
17,108.63 ,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@H]1O,1.000 ,-5.612071991
17,108.63 ,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,1.000 ,-5.331859112
17,108.63 ,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1.000 ,-5.432580948
17,108.63 ,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]2CO)OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,1.000 ,-5.559295654
17,108.63 ,OC[C@H]1O[C@H](O[C@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1.000 ,-5.418004036
17,108.63 ,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,1.000 ,-5.591578007
17,108.63 ,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@H]1O,1.000 ,-5.746506691
17,108.63 ,OC[C@H]1OC(O)[C@H](OP(O)(=O)O[C@H]2[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,1.000 ,-5.148079395
17,108.63 ,OC[C@H]1OC(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,1.000 ,-5.275297165
17,108.63 ,P(OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]2O)CO)[C@@H](O)[C@@H](O)[C@@H]1O)(O)(=O)O,1.000 ,-5.464262009
17,108.63 ,P(OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)[C@@H](O)[C@@H](O)[C@@H]1O)(=O)(O)O,1.000 ,-5.39865303
17,108.63 ,P(OC[C@H]1O[C@H](OC[C@H]2O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O)(O)(=O)O,1.000 ,-5.074368954
17,108.63 ,P(OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O)(=O)(O)O,1.000 ,-5.005455017
17,108.63 ,P(OC[C@H]1OC(O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)[C@@H]1O)(O)(O)=O,1.000 ,-5.639384747
17,108.63 ,P(OCC1OC(OC2OC(C(O)C(O)C2O)CO)C(O)C(O)C1O)(O)(O)=O,1.000 ,-5.211557388
18,112.54 ,[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O[C@H]3[C@@H]([C@H](C(O[C@@H]3CO)O)O)O)O)O,1.000 ,-5.518613815
18,112.54 ,[H][C@@](O)(CO)[C@@]([H])(O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@]([H])(O)[C@@]([H])(O)C=O,1.000 ,-5.105163574
18,112.54 ,[H][C@@](O)(CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]([H])(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@]([H])(O)[C@@]([H])(O)C=O,1.000 ,-5.191171169
18,112.54 ,[H][C@@](O)(CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O,1.000 ,-5.283615112
18,112.54 ,[H][C@]1(O[C@@H](OC[C@H]2O[C@H](OC[C@H]3OC(O)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,1.000 ,-4.999330997
18,112.54 ,C1([C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,1.000 ,-5.803624153
18,112.54 ,O([C@@]1(O[C@@H]([C@@H](O)[C@@H]1O)CO)CO)C2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)COC3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.203474998
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.484863281
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O)[C@H](OC1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.574428558
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@@H](O)[C@H](O[C@H](O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.765217781
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@@H](O)[C@H](OC(O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.701374531
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.61687851
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]2CO)O)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.703094959
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.569135666
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.681687355
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)C3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.599657059
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@H](O)[C@H](O)[C@H](O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.777200699
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@H](O)[C@H](OC(O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.816579819
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.490328789
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.484549522
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.533752441
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.527302265
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.375518799
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.487316132
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.44025898
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@H](O[C@@H](O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.508058071
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)O[C@@H]([C@@H]1O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.734007835
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](O[C@@H](O)[C@@H]2O)[C@H](O)CO)O[C@@H]([C@@H]1O)CO)[C@@H]3O[C@H]([C@H](O)[C@H]3O)[C@H](O)CO,1.000 ,-5.894176483
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](OC(O)[C@@H]2O)[C@H](O)CO)O[C@@H]([C@@H]1O)CO)[C@@H]3O[C@H]([C@H](O)[C@H]3O)[C@H](O)CO,1.000 ,-5.923586845
18,112.54 ,O([C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)O[C@@H]([C@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.434380531
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.558097839
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.555760384
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.405110359
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.343004227
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.31398201
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.405313492
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.380083084
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1O)COC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.308826923
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.244941711
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.36062336
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.328611851
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.32068491
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](OC1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.501041412
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](OC1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.709146976
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](OC1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.445854187
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O)[C@H](OC1O)COC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.399563789
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@@H]1O)CO)O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.712328911
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@@H]1O)CO)O[C@@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.794708252
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@@H](O)[C@H](OC(O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.707765579
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.575438976
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.57532835
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]2CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.529851913
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.485298157
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@H](O[C@@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.537552357
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@H](OC(O)[C@@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.615037441
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.551897526
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.315502167
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)O)O[C@@H]([C@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.47291851
18,112.54 ,O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)O[C@@H]([C@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.553940296
18,112.54 ,O([C@@H]1[C@@H](O)C(O[C@@H]([C@H]1O)CO)O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.454810143
18,112.54 ,O([C@@H]1[C@@H](O)C(O[C@@H]([C@H]1O)CO)O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.507410526
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.732291222
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.619703293
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.711195946
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.531596184
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.639233589
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.748988628
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.657011986
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.660579681
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.823987007
