System,SMILES,RT,pubchem
dataset_82,C1CS(=O)(=O)CC1N2C(=CC(=N2)C(=O)O)C3=CC=CO3,604.2,52992037
dataset_82,C1CCN(C1)CCCNC(=O)C2C3=CC=CC=C3CC(=O)N2CC4=CC=CC=C4,604.2,53147715
dataset_82,CC1CCN(CC1)C2=NC(=NC3=C2C=NN3C)C(=O)N4CCN(CC4)C(C)C,604.2,53181354
dataset_82,CC1=C(C=C(O1)C2=C(C=NN2)C(=O)N(C)C)S(=O)(=O)N3CCOCC3,604.2,53183231
dataset_82,CC(C)(C)NC1=NC2=CC=CC=C2CNC13CCN(C3)C(=O)C4=CC(=C(C=C4)OC)OC,604.2,53184526
dataset_82,CCCNC(=O)C1CCN(CC1)C2=NC3=C(S2)N=C(C=C3)C4=CN=CC=C4,604.2,53187314
dataset_82,CN1C2=C(CCN(C2)C(=O)NC3=CC=CC=C3OC)N=C1CNC(=O)C4CCC4,604.2,53191074
dataset_82,CCN1C(=NC2=C1N=CC=C2)C3CCN(C3)C(=O)C4=COC=C4,604.2,87054222
dataset_82,CC1=NC2=NC(=CN2C=C1)C3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4)OC)OC,604.3,18568472
dataset_82,C1CCN(CC1)S(=O)(=O)C2=CNC(=O)NC2=O,604.3,43980556
dataset_82,CS(=O)(=O)N1CCN(CC1)C(=O)CCN2C(=O)C3=CC=CC=C3N=N2,604.3,45505389
dataset_82,CCN1CCN(CC1)CCNC(=O)C2=CC(=O)N3C4=CC=CC=C4N=C3S2,604.3,46326185
dataset_82,CN1C2=C(C=C(C=C2)C(=O)N3CCCC3)N=C1CN4CCN(CC4)C(=O)C5=CC=C(C=C5)C#N,604.3,46379868
dataset_82,CC1=CC=C(C=C1)CNC(=O)C2=CN3CCCCC3=N2,604.3,53014913
dataset_82,CC(C)N1CCN(C(=O)C1=O)CC2=CC=C(C=C2)C(=O)NC3CC3,604.3,53135455
dataset_82,CCC(=O)N1CCC2=C(C1)C=C(S2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,604.3,53158849
dataset_82,CN1C2=CC=CC=C2N=C1CNC(=O)C3=CC4=C(CCN4S(=O)(=O)C)C=C3,604.3,53160449
dataset_82,CC1=C(C=C(C=C1)NC(=O)C2=CN3CCCCC3=N2)C,604.3,71838081
dataset_82,CC1=NN(C(=O)C2=C1SC(=N2)C3=CC=CC=C3)CC(=O)NCCCN(C)C,604.3,71840035
dataset_82,CCN1CCN(CC1)C(=O)CN2C(=O)C3=C(C(=N2)C)SC(=N3)C4=CC=CC=C4,604.3,71840055
dataset_82,C1CCC(=O)NC(C1)CNC(=O)C2=NNC(=O)C3=CC=CC=C32,604.3,91909422
dataset_82,C1CCC(C1)CC(=O)N2CCC(CC2)N(CC3=CN=CC=C3)C4CCOCC4,604.3,91916230
dataset_82,C1CC1COC[C@@H]2CN(C[C@H]2C3=CC=CC=N3)C(=O)C4=NC=NC=C4,604.3,124051434
dataset_82,CNC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,604.4,280908
dataset_82,CC1CC(CN(C1)CCCNC(=O)CCCOC2=CC(=O)N(C3=CC=CC=C32)C)C,604.4,20862062
dataset_82,CCN(CC)CCNC(=O)CC1=NOC2=C1C=C(C=C2)C,604.4,22519797
dataset_82,CCCCCCNCC1=CC2=C(C=C1)N(C(=O)N2C)C,604.4,39860525
dataset_82,CC1CCN(CC1)C(=S)NC2=CC3=C(C=C2)N=C(C=C3C)N4CCN(CC4)C,604.4,45106040
dataset_82,CC1CCCN(C1)CCCNC(=O)CC2CCN(CC2)C(=O)C3CCCCC3,604.4,46295236
dataset_82,CC(C)N1C=NC2=C1C=CC(=C2)CNC(=O)CC3=CNC4=CC=CC=C43,604.4,50844429
dataset_82,CC1=NC(=NC=C1)N2CCCC(C2)C(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N,604.4,53009994
dataset_82,C1CCC(CC1)NC(=O)C2CCCN(C2)C3=CC=NC=C3,604.4,53013864
dataset_82,CN1C=C(C2=C1N=CC=C2)CCN3CCN(CC3)S(=O)(=O)C4=CC=CS4,604.4,53145464
dataset_82,CC1=C(C(=CC=C1)C)NC(=O)CN2C(=O)C=C(N=C2N)COC,604.4,53201796
dataset_82,CCCNC(=O)N1CCC(C1)C2=NC(=NO2)C3=CC=NC=C3,604.4,87053066
dataset_82,CC1=C(N=C2C(=N1)C=C(C=N2)N3CCCC(C3)C(=O)O)C,604.4,90488114
dataset_82,CN(C)C1=NC=CN=C1OC2CCN(C2)C(=O)C3=CC=NN3,604.4,91914184
dataset_82,CC1=CN(N=C1)CCC(=O)N2CC(C2)C3=NOC(=N3)C4CCCN4C(=O)C,604.4,91921592
dataset_82,CCCNC(=O)N1CCCCCC1CN2CCC(CC2)OC,604.4,124042371
dataset_82,CC1=CC(=NN1CCC(=O)N2CCCN3C=CN=C3C2C4CCCC4)C,604.4,124049403
dataset_82,CC1=C(C(=NN1C)C)S(=O)(=O)N2CCCC(C2)CC3=NN=CN3C4=CC=CC=C4,604.4,124053322
dataset_82,CCC(=O)N1CCN(CC1)C2=NC(=CC(=N2)N3CCCC3)C,604.5,39730244
dataset_82,CC1=C(C(=NN1)C)S(=O)(=O)N2CCN(CC2)C3=NN4C(=NN=C4C5CC5)C=C3,604.5,45501938
dataset_82,C1CC(CN(C1)C2=NC=NC3=C2OC4=CC=CC=C43)C(=O)NC5CCN(CC5)CC6=CC=CC=C6,604.5,49660168
dataset_82,C1CN(CC=C1C2=CN(N=C2)C3=CC=CC=C3)CC(=O)N4CCOCC4,604.5,50948223
dataset_82,CC1=CC2=NC(=CN2C=C1)C(=O)NCC3=CC(=C(C=C3)OC)OC,604.5,51200357
dataset_82,CC(C)C1=NC(=O)C=C(N1)CN2CCN(CC2)C3=CC=CC=C3,604.5,52163747
dataset_82,CC1=CC=C(S1)C(=O)NCC2=CC3=C(C=C2)N(C=N3)C,604.5,53014029
dataset_82,CC(C)CNC(=O)C1=CC=NN1,604.5,53017403
dataset_82,CC(C)(C)NC(=O)N1CCC(=CC1)C2=CN(C3=C2C=CC=N3)C,604.5,53161150
dataset_82,CC1=C(C(=NN1C)C)CCN(C)C2=NC(=NC3=C2CCC3)C4CC4,604.5,53192906
dataset_82,CC1=CC=CN2C1=NC(=C2)C(=O)NCC3=CC(=C(C=C3)OC)OC,604.5,87051380
dataset_82,CC1=CN2C=C(N=C2C=C1)C(=O)NCC3=CC(=CC(=C3)OC)OC,604.5,87051442
dataset_82,CC(C)NC(=O)N1CCCC(C1)CN2C(=NC3=C2N=CC=C3)C4CC4,604.5,91913778
dataset_82,COC1=C(C=C(C=C1)CNC(=O)C2=CN3C=CC=CC3=N2)OC,604.6,9403684
dataset_82,CC(C)C1=CC=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC(=C(C(=C4)OC)OC)OC,604.6,16875647
dataset_82,CC1=C2C(=NN(C(=O)C2=NN1C3=CC=CC=C3)CC(=O)N4CCC(CC4)N5CCCCC5)C,604.6,20919656
dataset_82,CC1=C(C=C2C(=N1)C=CN(C2=O)CC3=CN=CC=C3)C(=O)NCCC(C)C,604.6,20946781
dataset_82,CC1=C(C(=NN1C2=NN=C(C=C2)N3CCCC3)C)CCC(=O)N4CCN(CC4)C5=NC=CC=N5,604.6,20946884
dataset_82,C1CCC2=C(C1)C(=CS2)CN3CCN(CC3)C4=CC=CC=N4,604.6,22554315
dataset_82,CC1CCCCN1CCCNC(=O)CC2CCN(CC2)C(=O)C3CCCCC3,604.6,46295226
dataset_82,CC1(CN2C=NC(=C2C(=O)N1C3CC3)C(=O)N4CCOCC4)C(=O)NCC5=CC=CC=C5,604.6,53084056
dataset_82,CC1=NOC2=NC(=NC(=C12)N3CCOCC3)CCC(=O)NCCCN4CCC5=CC=CC=C5C4,604.6,53115963
dataset_82,CCC1=NC2=C(CN(CC2)CC3=CC=CC=C3)C(=O)N1CC(=O)NC(C)(C)C,604.6,53143462
dataset_82,CC1CCCN(C1)CCCNC(=O)CCC2=CC3=C(C=C(C=C3)C)NC2=O,604.6,53174891
dataset_82,CC1=NN=C2N1N=CC(=C2)N3CCN(CC3)C(=O)NC4=CC=CC=C4OC,604.6,53189514
dataset_82,COC1=CC(=C(C=C1)C(=O)N2C[C@@H]3C[C@@H]([C@H]2C3)NC(=O)C4=CN=CC=C4)OC,604.6,87052681
dataset_82,CC1=CN=C(C=N1)C(=O)N2CCC3(CCC3O)CC2,604.6,124045489
dataset_82,CC1=CN=C(N1C2CCN(C2)S(=O)(=O)C3=CC4=C(CCC4)C=C3)C5=CC=NC=C5,604.6,124046650
dataset_82,CCOC1=CC=C(C=C1)CNC2=CC3=C(C=C2)NC(=O)N3,604.7,961631
dataset_82,CCOC(=O)C1=CN=C(NC1=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,604.7,16425416
dataset_82,CC1=C(SN=N1)C(=O)NC2=CC3=C(C=C2)N(C(=O)C(CO3)(C)C)C,604.7,45504692
dataset_82,CCN1CCN(CC1)C2=NC3=C(C=C(C=C3)NC(=S)NCC4=CC=CC=C4OC)C(=C2)C,604.7,46247956
dataset_82,CN1C=C(C(=N1)OC)C(=O)NCCN2C(=O)C=CC(=N2)C3=CC=CS3,604.7,49671299
dataset_82,COC1=C(C=CC=N1)C(=O)N2CCC(CC2)C(=O)NC3=NC=CS3,604.7,49676981
dataset_82,C1CN(CCN1C2=CC=CC=N2)C(=O)C3=CC(=NC=C3)C4=CC=CS4,604.7,53119689
dataset_82,CC1=NC2=NC=C(C(=C2C=C1)NC3=CC=C(C=C3)OC)C(=O)N4CCCCC4,604.7,53132223
dataset_82,CN(C)CCCNC(=O)C1=CC2=C(C=C1)N3CCN(C(=O)C3=N2)C4CCCCC4,604.7,53148796
dataset_82,C1CN(CCN1C2=CC=CC=N2)C(=O)CNC(=O)CCCC3=CC=CC=C3,604.7,53161519
dataset_82,CCC1=NC=CN1CC2=NC(=NO2)C3=C(C(=CC=C3)OC)OC,604.7,53164466
dataset_82,C1CCC(C1)NC(=O)CN2C=CC3=C(C2=O)N(C=C3)CC4=CN=CC=C4,604.7,53164601
dataset_82,COC1=CC=C(C=C1)NC(=O)C2CCN(CC2)C3=CN=CN=C3N4CCOCC4,604.7,53165765
dataset_82,CCN1CCN(CC1)C(=O)C2=CN(C=N2)C3=CC(=NC=N3)N4CCSCC4,604.7,53172128
dataset_82,CCCN1CCN(CC1)C(=O)C2=CN(C=N2)C3=CC(=NC=N3)N4CCSCC4,604.7,53172129
dataset_82,CCCCN1C2=C(C=C(C=C2)NC(=O)CC)N=C1CN3CCCC3,604.7,53207694
dataset_82,CCC1=NC2=C(N=CC(=C2)N3CCC(CC3)C(=O)NCCN4CCCCC4C)N=C1CC,604.7,71839226
dataset_82,CCC1=NC(=NO1)C2=C(N=C(C=C2C)C)NC(=O)C3=CC(=CC(=C3)C)C,604.7,71840554
dataset_82,C1[C@@H]2[C@H](CN1CC3=CC=NC=C3)C(=O)N(C2=O)CC4=CC5=C(C=C4)OCO5,604.7,91905996
dataset_82,CCNC(=O)N1CCC(C1)C2=NOC(=N2)C3=CN=CC=C3,604.7,91915199
dataset_82,CCN1C(=CC=N1)C(=O)NCC2CN3C=CC=C3C(=O)N2C,604.7,91920317
dataset_82,CC1=C(C(=NN1CC=C)C)C2=NNC(=C2)C(=O)O,604.8,6485182
dataset_82,CC(C)C(=O)NC1=CC2=C(C=C1)N(C(=N2)CN3CCN(CC3)C(=O)C4=CC=CO4)C,604.8,17236052
dataset_82,C1CN(CCN1C2=CC=CC=N2)C(=O)CCCN3C4=CC=CC=C4OC5=C(C3=O)C=CC=N5,604.8,20909166
dataset_82,CN1CCN(CC1)CCNC(=O)CCCN2C(=O)C(OC3=C2N=CC=C3)C4=CC=CC=C4,604.8,22553206
dataset_82,CCCN1C(=O)C2=CC(=NN2CC1(C)C(=O)NC3CCCC3)C(=O)NCC4=CC=CC=C4,604.8,46279092
dataset_82,C1CN(CCN1C2=CC=CC=N2)C(=O)C3=C(N=NC4=CC=CC=C43)C5=CC=CC=C5,604.8,46287994
dataset_82,CC1=CC=C(C=C1)CNC(=O)C2=NN3CC(N(C(=O)C3=C2)C)(C)C(=O)NC4CCCCC4,604.8,50758471
dataset_82,CCC1=CC(=CC=C1)NC(=O)C2=NN3CC(N(C(=O)C3=C2)CC)(C)C(=O)NC4CCCC4,604.8,50758641
dataset_82,C1CCN(CC1)CCSC2=NC=C(C=C2)C(=O)N3CCN(CC3)C4=NC=CC=N4,604.8,50820430
dataset_82,CN1CCCN(CC1)C(=O)CCC2=CC3=C(C=C2)N(C=C3)C,604.8,53014586
dataset_82,CC1=CC=CC=C1C2=C(N3C=CN=CC3=N2)NCCC(=O)NC(C)C,604.8,53039857
dataset_82,CCN(CC)CCNC(=O)C1=CC2=C(C=C1)N=C(O2)C(C)C,604.8,53089526
dataset_82,CC1=CC=C(C=C1)C2=NC(=C(N=N2)C)NCC3=CC=CC=N3,604.8,53200868
dataset_82,CN(C)CCNC(=O)C1=CC(=CC=C1)NC2=C(N=C3N2C=CN=C3)C4=CC=C(C=C4)SC,604.8,53207783
dataset_82,CC1=C(C2=C(C=C1)C(=O)C(=C(N2)C)CN(CCOC)CCOC)C,604.9,1569343
dataset_82,COC1=CC2=C(C=C1)C(=O)C(=CO2)OC3=CC=C(C=C3)C(=O)NC4=CN=CC=C4,604.9,17596358
dataset_82,CC1CCC2=NN(C=C2C1)CC(=O)NCCN3CCCCCC3,604.9,20892405
dataset_82,C1CN(CCN1C2=CC=CC=N2)C(=O)C3=CC4=C(S3)C5=CC=CC=C5S(=O)(=O)C4,604.9,50744507
dataset_82,C1CN(CCC1C(=O)N2CCN(CC2)C3=NC=CC=N3)C4=NN=C(C=C4)N5C=CC=N5,604.9,52907584
dataset_82,CC(C)CNC(=O)N1CCC(CC1)CCOC2=CN=CC=C2,604.9,53151045
dataset_82,CC(C)NC(=O)C1CCN(CC1)C2=NC3=C(S2)N=C(C=C3)C4=CN=CC=C4,604.9,53187318
dataset_82,CC(C)C1=NN=C2N1CCN(C2)C(=O)C3=NC=CC4=CC=CC=C43,604.9,53193628
dataset_82,CC1=CC=CC2=NN=C(N12)N3CCN(CC3)C(=O)C4=CC5=C(S4)CCCC5,604.9,53203638
dataset_82,CC1=CC(=CC(=C1)N2CCC(C2=O)N)C,604.9,61549024
dataset_82,CN(C)C1=NC=CN=C1OC2CCN(C2)C(=O)C3CCOCC3,604.9,91914185
dataset_82,CN1C(=CC(=O)N(C1=O)C)NC(=O)C2CC2,605,903290
dataset_82,CC1=C(N(C2=CC=CC=C12)CC(CNC(C)C3=CC=CC=C3)O)C,605,3157149
dataset_82,CC1=C(C2=CC=CC=C2N1)C(=O)C(=O)NCC3=CC=CC=N3,605,7087115
dataset_82,CC(=O)N1CCC(CC1)C(=O)NC2=NN=C(S2)C3CC3,605,17126821
dataset_82,CC1=C(N=C2C=C(C=CC2=N1)C(=O)N3CCCCCC3)C,605,40055071
dataset_82,CCOC(=O)C1=C(NC(=O)NC1C2=CC=C(C=C2)OC(C)C)CN3CCC(CC3)N4CCCCC4,605,46253681
dataset_82,CNC(=O)C1CCCN(C1)C2=NC3=C(S2)C(=O)N(C=N3)CC(=O)NC4CCCC4,605,46391180
dataset_82,C1=CC=C2C(=C1)C=CN2CCCNC(=O)CN3C=NC4=CC=CC=C43,605,49669758
dataset_82,C1CN(CCN1CCNC(=O)C2=CSC=C2)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4,605,49677027
dataset_82,CC1=C2C(=CC=C1)C(=CC(=N2)N(C)C)C(=O)N3CCCC3,605,53016661
dataset_82,CN1CCN(CC1)C(=O)C2=CC=C(S2)S(=O)(=O)C3=CC=CC=C3,605,53124423
dataset_82,CN1CCCN(CC1)C(=O)C2CN(CC23CCCCC3)S(=O)(=O)C4=CN=CC=C4,605,53183519
dataset_82,CC(C)(C)NC1=NC2=CC=CC=C2NC13CCCN(C3)C(=O)C4=CC5=C(C=C4)OCO5,605,53183660
dataset_82,C1C(CN1)OC2=CC=C(C=C2)C3=NOC(=N3)C4=CN=CC=C4,605,86820463
dataset_82,CO[C@H]1CN([C@H]1C2=CN=CC=C2)C3CCN(CC3)S(=O)(=O)C4=CC=CC5=C4N=CC=C5,605,124049112
dataset_82,CC1CC(CN(C1)CCCNC(=O)C2=CC3=C(C=C2)SCC(=O)N3)C,605.1,3504240
dataset_82,CCN(CC)C1=CC=C(C=C1)C(=O)N2CCC(CC2)C3=NOC(=C3)N,605.1,53146503
dataset_82,CC1=CC=C(O1)CNC(=O)C2CCN(CC2)C3=CN=CN=C3N4CCOCC4,605.1,53165826
dataset_82,C1CCC2(CC1)CN(CC2C(=O)NCCN3CCOCC3)C(=O)C4=CC=CC=C4,605.1,53184574
dataset_82,CC1=NN=C2N1CCN(C2)C(=O)C3=NN(C4=CC=CC=C43)C,605.1,53193557
dataset_82,CC(C)CN1CCN2C=C(N=C2C1)C(=O)N3CCN(CC3)C4=CC=CC=C4,605.1,71838386
dataset_82,CC1=NN=C2N1CCC(CC2)NC(=O)CC3=CCCCC3,605.1,91922611
dataset_82,COCC(=O)NCC12CCCC=C1NC(=O)CC2,605.1,110196523
dataset_82,C1CCC(C1)CC(=O)N2C[C@H](C[C@H]2C(=O)NC3CC3)OC4=CN=CC=C4,605.1,110199015
dataset_82,CCN1C=CC(=N1)C(=O)N2CC(C2)N3C=C(N=N3)COC,605.1,124048264
dataset_82,CCN(CC)C(=O)C1=C2CCCCC2=NC3=CC=CC=C31,605.2,23498
dataset_82,CCOC(=O)C1=C(N=C(S1)NC(=O)CN2CCN(CC2)C3=CC=CC=N3)C,605.2,6469056
dataset_82,CC1=CC(=NN1)NC(=O)CSC2=NC3=CC(=C(C=C3C4=NC(=NN42)C)OC)OC,605.2,20855837
dataset_82,CCN(CC)CCNC(=O)CN1C(=O)C2=C(C=N1)C3=CC=CC=C3N2CC4=CC=CC=C4,605.2,20891964
dataset_82,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCCC(C4)C(=O)NCCCN5CCCC5=O,605.2,20912268
dataset_82,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C,605.2,46191454
dataset_82,CC1=NN(C(=C1NC(=O)C)N2CCC(CC2)C(=O)NCCCN3CCCC3=O)C4=CC=CC=C4,605.2,46358514
dataset_82,CC1=NN(C(=C1NC(=O)C)N2CCC(CC2)C(=O)NCC3COCCO3)C4=CC=CC=C4,605.2,46358549
dataset_82,CC(CCNC(=O)C1=NN=C(O1)C2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)N4CCCCCC4,605.2,46393427
dataset_82,C1CN(CCN(C1)C(=O)C2=CC=NC=C2)C3=NNC(=C3)C4=CC5=C(C=C4)OCO5,605.2,52906487
dataset_82,CCOC(=O)N1CCC(CC1)NC(=O)C2=COC(=N2)NC(=O)C3=CC=CO3,605.2,52907951
dataset_82,CC1=CC(=C(C=C1)C)CNC(=O)CCNC2=CN=C3N2C=CN=C3,605.2,53039657
dataset_82,C1CC1C2=NC3=C(O2)C=CC(=C3)C(=O)N4CCC(CC4)CC(=O)NCC5=CC=CC=N5,605.2,53199189
dataset_82,C1CN(CCC1COCC2=CC=CC=C2)CC(=O)NC3=CC4=C(C=C3)OCCO4,605.2,56764594
dataset_82,C1=CC=C(C=C1)CNC(=O)C(=O)C2=CNC3=CC=CC=C32,605.3,3149447
dataset_82,CC1=CC=C(C=C1)CSC2=NC(=CS2)CC(=O)NCC3=CN=CC=C3,605.3,16900295
dataset_82,CN1CCN(CC1)C2=NC=C3C(=N2)C=CN(C3=O)CCC4=CC(=C(C=C4)OC)OC,605.3,17190775
dataset_82,CN1C=C(C(=O)C=C1C(=O)N2CCN(CC2)C3=NC=CC=N3)OCC4=CC(=CC=C4)OC,605.3,42441859
dataset_82,C1CN(C2=CC=CC=C21)C(=O)CN3CC(C3)C4=NC(=NO4)C5=CC=CS5,605.3,49746550
dataset_82,CCCN1CCN(CC1)C2=NC3=C(C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4C)C(=C2)C(=O)O,605.3,50773076
dataset_82,CN1C2=C(C=C(C=C2)C(=O)N(C)C)N=C1CN(C)C(=O)NC3=C(C=CC(=C3)OC)OC,605.3,53104243
dataset_82,CC1=CC=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC=CC(=C4)C5=CC=NN5C,605.3,53138437
dataset_82,CCCCNC(=O)CN1C(=NC2=C(C1=O)CN(CC2)CC3=CC=CC=C3)CC,605.3,53143431
dataset_82,CN1C=C(C=C1C(=O)NCC2=CC(=C(C=C2)OC)OC)C3=CC=NC=C3,605.3,53159755
dataset_82,C1CCC(C1)NC2=NC3=C(C=CC=N3)NC24CCN(CC4)C(=O)C5CCCO5,605.3,71835770
dataset_82,C1COCCN1C2=NC=NC3=C2C=C(C=C3)C(=O)NCC4=CC5=C(C=C4)OCO5,605.3,71842350
dataset_82,CC1=C(C=C(C=C1)NC(=O)N2CC(C2)N(C)CC3=CN=CC=C3)C,605.3,124041009
dataset_82,C1C(CN1CC2=CC=NC=C2)C3=NC(=NO3)CCOCC4=CC=CC=C4,605.3,124047555
dataset_82,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,605.4,2002
dataset_82,COC1=CC2=C(C=C1)NC=C(C2=O)C(=O)O,605.4,255289
dataset_82,CC1=CN2C=C(N=C2C=C1)C3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,605.4,3488392
dataset_82,CN1C(C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)NC3=C(C=CC(=C3)OC)OC)C4=CN=CC=C4,605.4,15997574
dataset_82,CN1C(=C(C(=O)N(C1=O)C)S(=O)(=O)NCCC2=CC(=C(C=C2)OC)OC)N,605.4,16194771
dataset_82,CC1=CC=CC=C1C2=NN=C(C=C2)N3CCC(CC3)C(=O)NCC4=CC=CO4,605.4,30866877
dataset_82,CC1=NN=C2N1N=C(C=C2)C3=CC(=CC=C3)NC(=O)C4CCN(CC4)S(=O)(=O)C,605.4,45497956
dataset_82,CC(C(=O)OC)NC(=O)N1CCN(CC1)C2=NC3=CC=CC=C3N4C2=CC=C4,605.4,50805132
dataset_82,CC1=C(C=C(N1C)C2=CC=CC=C2)C(=O)NC3CC3,605.4,53015362
dataset_82,CCC1=CC2=C(C=C(N=C2C=C1)C)C(=O)NC3CC3,605.4,53016196
dataset_82,C1OC2=C(O1)C=C(C=C2)C3=NOC(=N3)CN4C=CN=C4,605.4,53164445
dataset_82,CC1=C(C(=NN1C)C)CCCN(C)C(=O)COC2=NC=C(C=C2)NC(=O)C3CC3,605.4,53175025
dataset_82,CC1=NC=C(C=C1)C(=O)N2CCCN3C2=NC(=C3)C4=CC=CC=C4,605.4,53183320
dataset_82,COC1=CC=C(C=C1)C2=NN3C=CN4C(=NN=C4C3=C2)CCC(=O)N5CCN(CC5)C6=CC=CC=N6,605.4,56685070
dataset_82,CC1=CC(=NN1C2=NN(C(=O)C=C2)CCNC(=O)CCN3C=NC4=CC=CC=C4C3=O)C,605.4,71790841
dataset_82,CC1([C@@H]2CC[C@@H](C2)C1(C)NC)C,605.5,10932563
dataset_82,C1CC1C(=O)NCC2CC(=O)N(C2)C3=CC4=C(C=C3)OCO4,605.5,16919104
dataset_82,C1CC1N2C(=NN=C2SCC(=O)N3CCC(CC3)C(=O)N)C4=C(C5=C(S4)N=CC=C5)N,605.5,53046708
dataset_82,CCC(C)NC(=O)CN1C(=O)C2=C(C=N1)SCC(=O)N2C,605.5,53136259
dataset_82,CS(=O)(=O)N1CCN(CC1)C(=O)CCC2CCN(CC2)C3=NC=NC(=C3)NC4CC4,605.5,53188667
dataset_82,CCCNC1=CC(=NC=N1)N2CCC(CC2)CCC(=O)NCCC,605.5,53188722
dataset_82,CC1=CC=CC=C1CN2C[C@@H]3[C@H](C2)C(=O)N(C3=O)CCCN4CCCC4=O,605.5,91916094
dataset_82,CCN(CC)C(=O)C1CN2C=CC=C2C(=O)N1C,605.5,110196369
dataset_82,C1CC2=C(C(NC(=O)N2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)C1,605.6,3162007
dataset_82,COC1=C(C=C2C3C(C4=CC=CC=C4C(=O)N3CCC2=C1)C(=O)N5CCN(CC5)C6=CC=CC=N6)OC,605.6,3714869
dataset_82,CCC1CN(C2=CC=CC=C2O1)C(=O)N3CCC(CC3)C(=O)NCCN4CCN(CC4)C,605.6,22521674
dataset_82,CC1=CC=C(C=C1)CN(C)CC2=CC(=O)N3C=CC=CC3=N2,605.6,45837148
dataset_82,CC1=CC=C(C=C1)CNC(=O)C2(CN3C(=CC(=N3)C(=O)NCCN4CCCCC4)C(=O)N2C)C,605.6,46279037
dataset_82,CC(C)(C)C1=CC=C(C=C1)NC(=O)NCCN2CCN(CC2)S(=O)(=O)C,605.6,49676913
dataset_82,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC(CC3)C(=O)NCCN(C)C)SC1=O,605.6,53106116
dataset_82,CN1CCC(CC1)NC(=O)C2=CC=C(C=C2)C3=NN=C4N3C=C(C=C4)NC(=O)C5CCC5,605.6,53159892
dataset_82,CCN1C=C(C2=C1N=CC=C2)C3=CCN(CC3)C(=O)NC4=CC=C(C=C4)C(=O)OCC,605.6,53161166
dataset_82,CC1=CC2=C(C=C1)NC(=O)C2(CC(=O)C3=CC(=CC=C3)N)O,605.7,2914418
dataset_82,C1=CC=C2C(=C1)C(=O)N(N=N2)CCC(=O)O,605.7,4245760
dataset_82,C/C=C\1/CN2CC[C@@]34[C@@H]2C[C@@H]1C(=C3NC5=CC=CC=C45)C=O,605.7,5581319
dataset_82,CC1=NN2CCCN(C2=C1)C(=O)CCC(=O)N3CCN(CC3)C4=CC=C(C=C4)OC,605.7,20929184
dataset_82,COC1=CC=C(C=C1)C(=O)NCC(=O)NC2=NC3=CC=CC=C3N2,605.7,35808253
dataset_82,CN(C)C(CNC(=O)C1=CC(=O)C2=CC=CC=C2O1)C3=CC=CC=C3OC,605.7,45154923
dataset_82,C1CCC2(CC1)N(C(CO2)C(=O)N3CCC(CC3)C(=O)N)C(=O)C4=CC=CC=C4,605.7,46110766
dataset_82,COCCCNC(=O)C1CCN(CC1)C2=CN=CN=C2N3CCCCC3,605.7,53165697
dataset_82,C1COCC2=NC(=CN21)C(=O)NC3=CC4=C(C=C3)OCCO4,605.7,53167785
dataset_82,C1CN(CC(N1)C2=CC=CC=C2)C3=NC=C(C=C3)C(=O)N4CCSCC4,605.7,53180797
dataset_82,CC1=CC=C(S1)C(=O)NC2CCN(C2)C3=NC=NC4=C3CCC4,605.7,53192925
dataset_82,CN1C(=NC2=C1N=CC=C2)C3CCN(C3)C(=O)C4=CSC=C4,605.7,87054189
dataset_82,CC1=CC(=C(C=C1)OC)NC2=NC(=NC(=N2)N)CN3CCN(CC3)C4=CC=CC=N4,605.8,4197615
dataset_82,CC1=NN2C(=C1C3=CC=CC=C3)N=C4CCCC4=C2N5C=CN=C5C,605.8,4859929
dataset_82,COC(=O)NC1=NC(=CS1)CC(=O)NCC2=CC=CO2,605.8,16883762
dataset_82,COC1=CC(=C(C=C1)C2C=C(N=C3N2NC=N3)C(=O)O)OC,605.8,18524070
dataset_82,CC1=NC2=C(C(=NN2C(=C1)N3CCN(CC3)C4=CC=CC=N4)C5=CC(=C(C=C5)OC)OC)C,605.8,24219732
dataset_82,COC1=C(C=C(C=C1)C(=O)OC2=C(C=C(C=C2)/C=C/C3=CC=NC=C3)OC)OC,605.8,24295420
dataset_82,CC1=NSC(=C1)NC(=O)C2=NC=CN=C2,605.8,45505600
